Battleground,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Win,Lose,Rol,BE
ES,ES3,Alliance,Death Knight,3,3,36,73649,20787,982,1,,dps,
ES,ES3,Horde,Demon Hunter,2,4,29,96061,5560,169,,1,dps,
ES,ES3,Alliance,Demon Hunter,10,0,42,75412,14354,993,1,,dps,
ES,ES3,Horde,Druid,1,1,28,39814,7010,172,,1,dps,
ES,ES3,Horde,Rogue,2,1,28,30362,9186,165,,1,dps,
ES,ES3,Alliance,Demon Hunter,2,0,38,37383,2751,1001,1,,dps,
ES,ES3,Alliance,Demon Hunter,8,1,43,57601,13853,1007,1,,dps,
ES,ES3,Horde,Demon Hunter,1,3,27,25643,2055,167,,1,dps,
ES,ES3,Alliance,Shaman,2,5,30,36510,9813,764,1,,dps,
ES,ES3,Alliance,Warrior,6,4,42,83743,12146,771,1,,dps,
ES,ES3,Horde,Monk,0,3,28,1155,113000,166,,1,heal,
ES,ES3,Alliance,Warrior,2,4,41,38146,10200,770,1,,dps,
ES,ES3,Horde,Mage,5,3,24,48825,1987,164,,1,dps,
ES,ES3,Horde,Death Knight,2,5,26,30744,13375,164,,1,dps,
ES,ES3,Alliance,Warrior,5,3,33,57637,15991,976,1,,dps,
ES,ES3,Alliance,Shaman,1,1,40,5477,122000,1002,1,,heal,
ES,ES3,Alliance,Demon Hunter,1,3,42,73138,3303,769,1,,dps,
ES,ES3,Horde,Rogue,2,7,22,43417,4718,158,,1,dps,
SA,SA1,Alliance,Warrior,1,1,29,31129,12358,291,,1,dps,
SA,SA1,Alliance,Warrior,2,6,33,57950,5784,305,,1,dps,
SA,SA1,Horde,Warlock,1,6,27,79610,31523,339,1,,dps,
SA,SA1,Horde,Priest,3,1,30,31158,11969,369,1,,dps,
SA,SA1,Alliance,Paladin,0,0,5,18558,2724,162,,1,dps,
SA,SA1,Alliance,Demon Hunter,2,4,27,62836,3631,292,,1,dps,
SA,SA1,Horde,Hunter,2,4,30,88075,4727,353,1,,dps,
SA,SA1,Horde,Druid,3,0,32,67420,17183,517,1,,dps,
SA,SA1,Horde,Shaman,0,1,30,20887,87785,515,1,,heal,
SA,SA1,Alliance,Priest,14,0,40,134000,39508,319,,1,dps,
SA,SA1,Alliance,Priest,0,4,33,9542,138000,297,,1,heal,
SA,SA1,Horde,Druid,1,1,28,6112,127000,352,1,,heal,
SA,SA1,Horde,Hunter,3,1,28,102000,7947,357,1,,dps,
SA,SA1,Alliance,Druid,1,2,29,56692,43818,298,,1,dps,
SA,SA1,Alliance,Druid,6,1,40,100000,15722,314,,1,dps,
SA,SA1,Alliance,Mage,1,2,23,69139,11493,282,,1,dps,
SA,SA1,Alliance,Warrior,1,5,31,44539,27531,295,,1,dps,
SA,SA1,Horde,Paladin,1,2,30,9302,128000,367,1,,heal,
SA,SA1,Alliance,Monk,2,0,38,6712,140000,315,,1,heal,
SA,SA1,Alliance,Shaman,2,3,24,12549,3227,278,,1,dps,
SA,SA1,Alliance,Hunter,2,0,5,17682,376,157,,1,dps,
SA,SA1,Horde,Shaman,1,2,33,44022,12723,354,1,,dps,
SA,SA1,Alliance,Mage,3,3,35,107000,4168,299,,1,dps,
SA,SA1,Horde,Shaman,2,3,20,52338,23003,494,1,,dps,
SA,SA1,Alliance,Rogue,6,1,36,43844,14130,308,,1,dps,
SA,SA1,Horde,Druid,4,4,31,61434,6308,513,1,,dps,
SA,SA1,Horde,Shaman,2,8,23,69811,18597,494,1,,dps,
SA,SA1,Horde,Monk,3,4,29,63178,26239,505,1,,dps,
SA,SA1,Horde,Hunter,11,2,31,118000,13350,506,1,,dps,
SA,SA1,Horde,Druid,0,3,32,3493,79902,514,1,,heal,
SA,SA2,Alliance,Druid,0,4,26,9235,126000,376,,1,heal,1
SA,SA2,Alliance,Warlock,2,1,32,38235,18496,396,,1,dps,1
SA,SA2,Alliance,Hunter,4,5,27,77704,9750,367,,1,dps,1
SA,SA2,Horde,Druid,0,2,46,6421,190000,441,1,,heal,1
SA,SA2,Alliance,Paladin,0,3,27,36682,5253,383,,1,dps,1
SA,SA2,Horde,Warlock,1,3,30,73297,36014,434,1,,dps,1
SA,SA2,Alliance,Paladin,5,5,27,110000,27003,381,,1,dps,1
SA,SA2,Horde,Hunter,7,1,48,188000,8090,443,1,,dps,1
SA,SA2,Alliance,Shaman,0,3,27,6350,76122,384,,1,heal,1
SA,SA2,Alliance,Warrior,1,3,26,62372,2670,381,,1,dps,1
SA,SA2,Horde,Shaman,0,5,44,16222,95175,441,1,,heal,1
SA,SA2,Alliance,Monk,0,3,29,2543,106000,388,,1,heal,1
SA,SA2,Alliance,Warrior,0,4,28,45501,4113,382,,1,dps,1
SA,SA2,Horde,Warrior,4,2,47,71075,10608,442,1,,dps,1
SA,SA2,Alliance,Death Knight,0,2,17,51236,82487,347,,1,dps,1
SA,SA2,Alliance,Paladin,6,3,32,118000,11454,399,,1,dps,1
SA,SA2,Alliance,Mage,0,5,31,40404,7692,388,,1,dps,1
SA,SA2,Horde,Druid,1,1,39,32401,1799,442,1,,dps,1
SA,SA2,Alliance,Hunter,4,6,26,47278,11343,382,,1,dps,1
SA,SA2,Horde,Druid,0,1,45,4553,126000,444,1,,heal,1
SA,SA2,Horde,Demon Hunter,5,3,44,86857,9856,661,1,,dps,1
SA,SA2,Horde,Warlock,8,2,49,117000,33117,676,1,,dps,1
SA,SA2,Horde,Warrior,5,3,45,42009,2902,443,1,,dps,1
SA,SA2,Alliance,Warrior,6,4,32,150000,44955,391,,1,dps,1
SA,SA2,Alliance,Warlock,5,1,29,89119,21084,382,,1,dps,1
SA,SA2,Horde,Warlock,3,4,37,29734,20677,423,1,,dps,1
SA,SA2,Horde,Warrior,8,4,45,107000,18273,460,1,,dps,1
SA,SA2,Horde,Warlock,5,0,47,77736,22259,667,1,,dps,1
BG,BG19,Alliance,Druid,0,2,0,10074,4816,157,,1,dps,
BG,BG19,Alliance,Warrior,4,5,15,71185,11257,288,,1,dps,
BG,BG19,Horde,Death Knight,2,2,19,38517,12019,349,1,,dps,
BG,BG19,Alliance,Shaman,2,9,11,44722,15998,275,,1,dps,
BG,BG19,Horde,Priest,8,3,42,73371,23049,545,1,,dps,
BG,BG19,Horde,Shaman,3,4,37,49117,12173,535,1,,dps,
BG,BG19,Alliance,Paladin,4,5,16,75507,26308,291,,1,dps,
BG,BG19,Horde,Shaman,1,0,41,11125,93108,543,1,,heal,
BG,BG19,Horde,Priest,0,1,39,34919,180000,539,1,,heal,
BG,BG19,Horde,Mage,3,2,44,51810,9167,399,1,,dps,
BG,BG19,Alliance,Hunter,0,3,17,59493,7407,293,,1,dps,
BG,BG19,Alliance,Hunter,1,4,17,53529,9402,293,,1,dps,
BG,BG19,Alliance,Paladin,2,3,18,10837,99339,298,,1,heal,
BG,BG19,Horde,Mage,5,1,43,55292,14003,547,1,,dps,
BG,BG19,Horde,Shaman,1,3,39,47545,20358,389,1,,dps,
BG,BG19,Horde,Rogue,12,1,44,74339,11455,549,1,,dps,
BG,BG19,Horde,Priest,7,1,37,63264,14994,535,1,,dps,
BG,BG19,Alliance,Druid,2,3,18,65380,8580,299,,1,dps,
BG,BG19,Alliance,Rogue,2,9,13,57711,10011,277,,1,dps,
SM,SM7,Alliance,Warrior,7,0,28,62049,5084,376,,1,dps,
SM,SM7,Horde,Priest,0,4,25,20541,34936,359,1,,heal,
SM,SM7,Alliance,Priest,0,1,30,26040,139000,384,,1,heal,
SM,SM7,Alliance,Hunter,1,7,18,35973,13605,349,,1,dps,
SM,SM7,Horde,Shaman,0,5,25,8524,50325,509,1,,heal,
SM,SM7,Alliance,Rogue,7,2,27,56005,6760,375,,1,dps,
SM,SM7,Alliance,Mage,2,3,26,77019,20339,369,,1,dps,
SM,SM7,Horde,Rogue,3,6,22,53265,4637,353,1,,dps,
SM,SM7,Horde,Demon Hunter,5,2,24,51010,2176,357,1,,dps,
SM,SM7,Alliance,Death Knight,1,5,19,28508,71025,351,,1,dps,
SM,SM7,Horde,Druid,2,3,28,62414,3183,515,1,,dps,
SM,SM7,Alliance,Mage,1,1,25,34504,16971,369,,1,dps,
SM,SM7,Horde,Monk,0,1,28,6564,113000,365,1,,heal,
SM,SM7,Alliance,Priest,2,2,27,4183,79406,373,,1,heal,
SM,SM7,Horde,Druid,3,3,26,71599,10320,511,1,,dps,
SM,SM7,Alliance,Warrior,3,6,23,38107,3818,364,,1,dps,
SM,SM7,Horde,Rogue,1,2,22,27340,2257,503,1,,dps,
SM,SM7,Alliance,Rogue,6,1,28,58897,7859,376,,1,dps,
SM,SM7,Horde,Rogue,0,3,20,28182,2507,349,1,,dps,
SM,SM7,Horde,Priest,6,1,28,161000,29382,515,1,,dps,
SM,SM8,Alliance,Monk,0,6,2,3006,59675,161,,1,heal,
SM,SM8,Horde,Hunter,2,1,33,18152,3181,364,1,,dps,
SM,SM8,Horde,Priest,0,1,33,4486,70555,364,1,,heal,
SM,SM8,Horde,Shaman,2,0,38,15017,78285,374,1,,heal,
SM,SM8,Horde,Rogue,9,0,38,44634,829,374,1,,dps,
SM,SM8,Alliance,Hunter,0,5,3,37600,6083,164,,1,dps,
SM,SM8,Horde,Paladin,4,0,38,54113,17632,524,1,,dps,
SM,SM8,Alliance,Paladin,1,7,2,2226,2014,162,,1,dps,
SM,SM8,Alliance,Hunter,1,7,2,42630,8940,162,,1,dps,
SM,SM8,Alliance,Hunter,0,5,2,53756,8635,161,,1,dps,
SM,SM8,Alliance,Mage,0,6,2,29502,15345,161,,1,dps,
SM,SM8,Horde,Warlock,4,0,36,39326,14253,370,1,,dps,
SM,SM8,Alliance,Paladin,0,2,3,4929,21014,164,,1,heal,
SM,SM8,Horde,Mage,4,1,39,52249,8475,378,1,,dps,
SM,SM8,Horde,Demon Hunter,8,0,36,79997,14178,520,1,,dps,
SM,SM8,Alliance,Hunter,1,0,3,19343,6967,164,,1,dps,
SM,SM8,Horde,Shaman,4,0,35,38874,9407,370,1,,dps,
SM,SM8,Alliance,Demon Hunter,1,0,3,16103,20932,164,,1,dps,
SM,SM8,Horde,Paladin,0,0,32,10689,6333,362,1,,dps,
SM,SM8,Alliance,Mage,0,1,3,4043,0,164,,1,dps,
TP,TP6,Horde,Paladin,11,3,38,60589,29728,447,1,,dps,
TP,TP6,Alliance,Hunter,3,7,22,37892,14136,285,,1,dps,
TP,TP6,Horde,Paladin,3,3,29,52299,20458,426,1,,dps,
TP,TP6,Horde,Priest,5,3,24,25578,97152,408,1,,heal,
TP,TP6,Horde,Mage,3,6,28,41167,16543,423,1,,dps,
TP,TP6,Horde,Priest,4,2,33,69036,7661,432,1,,dps,
TP,TP6,Horde,Shaman,0,3,27,13551,83287,416,1,,heal,
TP,TP6,Horde,Druid,6,3,35,54651,14063,441,1,,dps,
TP,TP6,Horde,Rogue,4,4,26,47028,1792,416,1,,dps,
TP,TP6,Alliance,Death Knight,7,3,31,88260,26169,327,,1,dps,
TP,TP6,Alliance,Demon Hunter,8,3,26,64300,6495,296,,1,dps,
TP,TP6,Alliance,Demon Hunter,2,6,24,67914,7705,292,,1,dps,
TP,TP6,Alliance,Demon Hunter,2,7,22,73619,6761,282,,1,dps,
TP,TP6,Horde,Druid,3,1,28,28247,5040,418,1,,dps,
TP,TP6,Alliance,Shaman,0,3,25,6022,64603,292,,1,heal,
TP,TP6,Horde,Warrior,8,8,27,88575,11014,422,1,,dps,
TP,TP6,Alliance,Druid,3,4,16,26248,0,261,,1,dps,
TP,TP6,Alliance,Rogue,7,3,30,65592,10581,315,,1,dps,
TP,TP6,Alliance,Hunter,2,7,26,32478,6614,299,,1,dps,
TP,TP6,Alliance,Monk,0,4,19,671,68021,275,,1,heal,
WG,WG18,Alliance,Druid,1,1,32,75407,3350,271,,1,dps,
WG,WG18,Alliance,Demon Hunter,12,1,41,122000,9439,289,,1,dps,
WG,WG18,Horde,Paladin,0,2,4,436,25396,325,1,,heal,
WG,WG18,Alliance,Hunter,5,1,40,78722,0,295,,1,dps,
WG,WG18,Alliance,Shaman,1,0,40,17302,145000,295,,1,heal,
WG,WG18,Alliance,Rogue,4,0,40,45394,7143,287,,1,dps,
WG,WG18,Horde,Shaman,0,5,9,8642,59087,358,1,,heal,
WG,WG18,Alliance,Warlock,0,4,28,15033,14354,264,,1,dps,
WG,WG18,Alliance,Demon Hunter,5,1,35,87797,4193,274,,1,dps,
WG,WG18,Horde,Warrior,3,5,9,78488,12640,508,1,,dps,
WG,WG18,Horde,Demon Hunter,3,4,10,46920,10159,518,1,,dps,
WG,WG18,Alliance,Hunter,4,2,29,56994,7839,265,,1,dps,
WG,WG18,Horde,Shaman,0,2,8,70448,12826,504,1,,dps,
WG,WG18,Horde,Priest,1,6,8,6956,113000,355,1,,heal,
WG,WG18,Horde,Priest,3,3,10,30447,19588,510,1,,dps,
WG,WG18,Horde,Warrior,3,5,8,71391,7063,355,1,,dps,
WG,WG18,Horde,Shaman,1,6,8,39354,18043,506,1,,dps,
WG,WG18,Horde,Shaman,0,2,8,2104,88411,506,1,,heal,
WG,WG18,Alliance,Monk,0,0,38,842,54608,287,,1,heal,
WG,WG18,Alliance,Paladin,6,3,26,68877,19716,260,,1,dps,
TK,TK12,Alliance,Hunter,0,0,3,8519,7349,153,,1,dps,
TK,TK12,Horde,Demon Hunter,1,0,26,23318,1301,503,1,,dps,
TK,TK12,Alliance,Druid,0,2,3,12462,7766,153,,1,dps,
TK,TK12,Alliance,Hunter,0,3,1,59714,4953,145,,1,dps,
TK,TK12,Horde,Priest,1,0,26,6914,98271,353,1,,heal,
TK,TK12,Horde,Death Knight,5,0,26,39247,8481,503,1,,dps,
TK,TK12,Horde,Shaman,0,1,24,2350,35636,499,1,,heal,
TK,TK12,Horde,Warlock,1,0,26,16071,1684,353,1,,dps,
TK,TK12,Alliance,Rogue,0,4,2,36982,3574,149,,1,dps,
TK,TK12,Horde,Paladin,4,0,26,27810,5621,503,1,,dps,
TK,TK12,Alliance,Warrior,0,3,1,11540,1653,146,,1,dps,
TK,TK12,Alliance,Mage,1,3,2,16299,6069,150,,1,dps,
TK,TK12,Horde,Rogue,1,1,25,13529,4761,501,1,,dps,
TK,TK12,Horde,Mage,7,0,26,22797,5377,501,1,,dps,
TK,TK12,Alliance,Priest,0,3,2,4152,11838,149,,1,heal,
TK,TK12,Horde,Warrior,3,0,26,28089,3314,501,1,,dps,
TK,TK12,Alliance,Demon Hunter,1,4,3,29015,3672,153,,1,dps,
TK,TK12,Alliance,Rogue,0,3,1,21828,9299,145,,1,dps,
TK,TK12,Horde,Death Knight,3,1,24,14902,25871,497,1,,dps,
TK,TK13,Alliance,Druid,1,5,34,579,131000,400,,1,heal,
TK,TK13,Alliance,Warlock,0,7,35,28988,21865,403,,1,dps,
TK,TK13,Alliance,Death Knight,7,5,38,140000,23607,410,,1,dps,
TK,TK13,Horde,Demon Hunter,4,2,46,71962,19836,541,1,,dps,
TK,TK13,Alliance,Hunter,6,6,37,101000,5765,408,,1,dps,
TK,TK13,Horde,Monk,0,3,47,0,176000,393,1,,heal,
TK,TK13,Horde,Rogue,9,2,49,78323,23932,547,1,,dps,
TK,TK13,Horde,Shaman,7,5,40,99117,7920,529,1,,dps,
TK,TK13,Horde,Warrior,10,4,49,89436,16007,547,1,,dps,
TK,TK13,Alliance,Mage,5,8,35,94137,36356,404,,1,dps,
TK,TK13,Horde,Shaman,1,5,48,10297,96458,395,1,,heal,
TK,TK13,Horde,Paladin,4,4,44,44358,41300,537,1,,dps,
TK,TK13,Horde,Demon Hunter,3,4,42,41994,2633,383,1,,dps,
TK,TK13,Alliance,Warrior,11,4,36,68310,13563,405,,1,dps,
TK,TK13,Alliance,Druid,0,1,40,1003,77531,416,,1,heal,
TK,TK13,Horde,Hunter,6,7,45,82401,3816,389,1,,dps,
TK,TK13,Alliance,Hunter,4,4,37,56062,6574,409,,1,dps,
TK,TK13,Alliance,Hunter,2,5,33,73636,8484,400,,1,dps,
TK,TK13,Alliance,Rogue,5,5,37,41053,7480,408,,1,dps,
TK,TK13,Horde,Warrior,6,5,41,58584,10628,531,1,,dps,
TK,TK14,Alliance,Death Knight,2,4,32,42662,8678,347,,1,dps,
TK,TK14,Alliance,Mage,0,4,39,10955,2449,363,,1,dps,
TK,TK14,Horde,Warlock,6,2,33,82344,24761,364,1,,dps,
TK,TK14,Horde,Warrior,8,6,25,86048,9333,358,1,,dps,
TK,TK14,Alliance,Monk,6,4,41,89222,18639,369,,1,dps,
TK,TK14,Alliance,Mage,7,0,42,65391,8774,372,,1,dps,
TK,TK14,Alliance,Paladin,4,4,38,81646,14746,360,,1,dps,
TK,TK14,Alliance,Mage,6,4,35,81291,30027,354,,1,dps,
TK,TK14,Horde,Shaman,0,5,33,13630,129000,374,1,,heal,
TK,TK14,Alliance,Monk,0,3,40,2104,173000,368,,1,heal,
TK,TK14,Alliance,Demon Hunter,11,3,42,140000,24964,373,,1,dps,
TK,TK14,Horde,Druid,2,5,32,27410,25661,522,1,,dps,
TK,TK14,Alliance,Demon Hunter,3,4,35,47434,6110,359,,1,dps,
TK,TK14,Horde,Rogue,0,6,27,35088,3370,512,1,,dps,
TK,TK14,Horde,Mage,3,5,31,61415,19862,370,1,,dps,
TK,TK14,Horde,Hunter,4,5,29,44696,7467,516,1,,dps,
TK,TK14,Horde,Paladin,6,2,30,130000,31887,368,1,,dps,
TK,TK14,Alliance,Shaman,1,3,40,3787,81047,366,,1,heal,
TK,TK14,Horde,Mage,4,3,30,76612,10672,368,1,,dps,
TK,TK14,Horde,Druid,0,4,30,147,110000,518,1,,heal,
TK,TK15,Alliance,Druid,0,2,17,3014,80452,244,,1,heal,
TK,TK15,Horde,Druid,8,1,32,107000,1044,517,1,,dps,
TK,TK15,Alliance,Warlock,2,5,13,43744,18637,232,,1,dps,
TK,TK15,Horde,Warrior,7,1,30,53753,11686,513,1,,dps,
TK,TK15,Horde,Demon Hunter,2,3,30,43392,11974,513,1,,dps,
TK,TK15,Alliance,Hunter,4,5,17,64628,6708,244,,1,dps,
TK,TK15,Alliance,Shaman,0,3,14,8494,82772,237,,1,heal,
TK,TK15,Alliance,Demon Hunter,2,3,17,62322,5202,244,,1,dps,
TK,TK15,Horde,Shaman,1,3,25,11395,84427,503,1,,heal,
TK,TK15,Horde,Priest,0,2,32,0,160000,517,1,,heal,
TK,TK15,Alliance,Priest,0,4,19,18455,111000,251,,1,heal,
TK,TK15,Horde,Mage,2,1,30,52389,3678,513,1,,dps,
TK,TK15,Horde,Warlock,4,1,33,80137,28552,519,1,,dps,
TK,TK15,Alliance,Shaman,5,3,17,95019,14874,244,,1,dps,
TK,TK15,Horde,Warrior,2,4,24,43722,1994,501,1,,dps,
TK,TK15,Alliance,Paladin,1,3,18,68113,9642,244,,1,dps,
TK,TK15,Horde,Death Knight,5,2,33,75589,31472,519,1,,dps,
TK,TK15,Horde,Mage,1,2,31,52493,7418,365,1,,dps,
TK,TK15,Alliance,Demon Hunter,2,1,18,46257,18557,248,,1,dps,
TK,TK15,Alliance,Rogue,4,3,19,42048,15587,250,,1,dps,
TK,TK16,Alliance,Paladin,1,1,9,530,24974,175,,1,heal,
TK,TK16,Alliance,Paladin,0,1,10,12796,5987,192,,1,dps,
TK,TK16,Horde,Paladin,0,3,48,2934,157000,402,1,,heal,
TK,TK16,Horde,Warlock,10,3,46,83174,23858,548,1,,dps,
TK,TK16,Horde,Warrior,9,5,39,49415,5452,384,1,,dps,
TK,TK16,Horde,Druid,2,4,46,30242,4069,548,1,,dps,
TK,TK16,Alliance,Rogue,4,1,14,36795,2088,219,,1,dps,
TK,TK16,Horde,Warrior,10,4,47,48192,14157,550,1,,dps,
TK,TK16,Alliance,Paladin,4,7,30,65098,26829,322,,1,dps,
TK,TK16,Horde,Druid,5,3,45,40686,20344,546,1,,dps,
TK,TK16,Alliance,Hunter,5,4,27,125000,12438,311,,1,dps,
TK,TK16,Horde,Shaman,0,4,45,17235,130000,396,1,,heal,
TK,TK16,Alliance,Druid,2,6,26,64656,12513,309,,1,dps,
TK,TK16,Alliance,Hunter,2,7,24,36981,10817,305,,1,dps,
TK,TK16,Horde,Warlock,8,2,45,73862,15394,396,1,,dps,
TK,TK16,Horde,Monk,1,2,27,9347,2770,473,1,,dps,
TK,TK16,Alliance,Shaman,0,4,23,3754,24783,301,,1,heal,
TK,TK16,Alliance,Druid,7,7,27,63084,7388,314,,1,dps,
TK,TK16,Horde,Mage,5,0,51,42275,10795,558,1,,dps,
BG,BG20,Alliance,Warlock,9,3,18,92912,22203,765,1,,dps,
BG,BG20,Horde,Warrior,8,2,26,54009,6304,231,,1,dps,
BG,BG20,Alliance,Druid,1,1,14,1464,149000,528,1,,heal,
BG,BG20,Alliance,Demon Hunter,1,3,15,85182,13961,230,1,,dps,
BG,BG20,Horde,Warlock,3,2,29,81150,49207,240,,1,dps,
BG,BG20,Alliance,Monk,0,1,16,6874,66161,538,1,,heal,
BG,BG20,Horde,Rogue,2,1,24,95626,2923,229,,1,dps,
BG,BG20,Horde,Druid,3,4,22,65587,10163,223,,1,dps,
BG,BG20,Alliance,Mage,3,5,13,55314,14836,522,1,,dps,
BG,BG20,Alliance,Demon Hunter,3,4,15,68559,41916,757,1,,dps,
BG,BG20,Horde,Shaman,0,2,25,13709,107000,230,,1,heal,
BG,BG20,Horde,Death Knight,0,3,17,26724,23131,213,,1,dps,
BG,BG20,Alliance,Priest,1,3,4,13538,3520,720,1,,dps,
BG,BG20,Alliance,Priest,0,2,16,3286,75885,533,1,,heal,
BG,BG20,Horde,Druid,2,1,21,38719,21763,222,,1,dps,
BG,BG20,Alliance,Monk,1,2,15,37484,20293,759,1,,dps,
BG,BG20,Alliance,Mage,0,5,13,27179,12156,523,1,,dps,
BG,BG20,Horde,Death Knight,5,3,15,47421,20308,208,,1,dps,
BG,BG20,Horde,Death Knight,8,2,26,117000,16546,231,,1,dps,
BG,BG20,Horde,Rogue,0,2,23,34046,23907,227,,1,dps,
WG,WG19,Alliance,Shaman,1,8,18,23832,3299,251,,1,dps,
WG,WG19,Horde,Warrior,10,2,58,49147,4812,435,1,,dps,
WG,WG19,Horde,Death Knight,8,2,59,72011,31079,437,1,,dps,
WG,WG19,Alliance,Warrior,2,7,16,51305,9969,243,,1,dps,
WG,WG19,Horde,Demon Hunter,6,4,61,99829,11649,441,1,,dps,
WG,WG19,Alliance,Warrior,0,0,1,4518,286,131,,1,dps,
WG,WG19,Alliance,Warrior,3,8,20,68925,16263,257,,1,dps,
WG,WG19,Horde,Paladin,12,2,61,103000,38653,591,1,,dps,
WG,WG19,Horde,Demon Hunter,1,3,55,64733,8266,429,1,,dps,
WG,WG19,Horde,Shaman,1,2,59,13751,116000,437,1,,heal,
WG,WG19,Alliance,Monk,0,6,17,1562,111000,245,,1,heal,
WG,WG19,Alliance,Mage,0,8,13,42564,31270,240,,1,dps,
WG,WG19,Alliance,Druid,3,6,16,67213,18236,243,,1,dps,
WG,WG19,Horde,Death Knight,6,2,59,71140,11555,437,1,,dps,
WG,WG19,Alliance,Mage,7,3,21,54032,19697,261,,1,dps,
WG,WG19,Horde,Hunter,11,3,55,87636,8537,429,1,,dps,
WG,WG19,Alliance,Warrior,1,5,14,57523,16802,222,,1,dps,
WG,WG19,Alliance,Warlock,3,9,18,68136,36597,252,,1,dps,
WG,WG19,Horde,Hunter,2,1,59,55810,3470,437,1,,dps,
WG,WG19,Horde,Paladin,0,0,63,10094,90734,445,1,,heal,
WG,WG20,Alliance,Druid,2,4,17,40406,7704,300,1,,dps,
WG,WG20,Horde,Warlock,4,1,31,41933,11671,190,,1,dps,
WG,WG20,Alliance,Hunter,3,2,23,70607,17802,550,1,,dps,
WG,WG20,Alliance,Priest,0,4,18,1875,72206,528,1,,heal,
WG,WG20,Alliance,Priest,1,2,22,18626,132000,539,1,,heal,
WG,WG20,Horde,Warlock,9,2,42,101000,26322,230,,1,dps,
WG,WG20,Horde,Shaman,0,2,36,5964,85374,210,,1,heal,
WG,WG20,Horde,Hunter,7,4,41,87912,660,228,,1,dps,
WG,WG20,Horde,Death Knight,6,1,36,81925,25180,210,,1,dps,
WG,WG20,Horde,Warrior,11,5,39,78293,21037,222,,1,dps,
WG,WG20,Horde,Shaman,0,1,42,28514,117000,231,,1,heal,
WG,WG20,Alliance,Hunter,1,6,19,79143,11405,533,1,,dps,
WG,WG20,Alliance,Rogue,1,5,21,42030,10436,541,1,,dps,
WG,WG20,Horde,Mage,4,3,32,59822,18359,124,,1,dps,
WG,WG20,Alliance,Warrior,7,7,19,32447,8385,530,1,,dps,
WG,WG20,Horde,Rogue,4,3,39,28167,10817,226,,1,dps,
WG,WG20,Alliance,Warrior,2,5,17,41131,8204,530,1,,dps,
WG,WG20,Horde,Hunter,4,3,31,59075,4520,200,,1,dps,
WG,WG20,Alliance,Paladin,5,6,21,77817,30302,541,1,,dps,
WG,WG20,Alliance,Rogue,3,9,17,61062,10867,522,1,,dps,
ES,ES4,Horde,Priest,2,0,56,35540,67347,549,1,,heal,
ES,ES4,Alliance,Demon Hunter,5,1,13,27259,4234,249,,1,dps,
ES,ES4,Alliance,Hunter,2,0,15,48582,5392,296,,1,dps,
ES,ES4,Horde,Priest,1,0,56,1674,106000,542,1,,heal,
ES,ES4,Horde,Warrior,1,2,36,9826,4626,534,1,,dps,
ES,ES4,Alliance,Rogue,2,4,8,27857,9137,288,,1,dps,
ES,ES4,Horde,Druid,9,2,53,85242,1848,558,1,,dps,
ES,ES4,Alliance,Monk,0,5,12,17784,59506,291,,1,heal,
ES,ES4,Horde,Demon Hunter,1,1,4,8937,2359,374,1,,dps,
ES,ES4,Alliance,Priest,1,0,17,25951,141000,301,,1,heal,
ES,ES4,Alliance,Rogue,3,4,11,46547,5329,297,,1,dps,
ES,ES4,Alliance,Warrior,2,9,10,56473,2510,298,,1,dps,
ES,ES4,Horde,Shaman,5,3,44,45863,21908,557,1,,dps,
ES,ES4,Horde,Shaman,3,1,54,10794,46407,548,1,,heal,
ES,ES4,Alliance,Paladin,1,2,16,17147,13681,313,,1,dps,
ES,ES4,Alliance,Paladin,0,8,12,26178,16534,292,,1,dps,
ES,ES4,Alliance,Paladin,0,5,15,30744,10957,300,,1,dps,
ES,ES4,Horde,Rogue,0,1,39,25085,3507,524,1,,dps,
ES,ES4,Horde,Death Knight,5,2,47,54951,10846,537,1,,dps,
ES,ES4,Alliance,Druid,0,3,8,2490,44501,285,,1,heal,
ES,ES4,Horde,Mage,5,1,55,70075,8733,691,1,,dps,
ES,ES4,Horde,Hunter,0,5,28,7213,2449,525,1,,dps,
ES,ES4,Horde,Hunter,3,1,46,39941,5455,535,1,,dps,
ES,ES4,Horde,Druid,5,0,53,54495,9757,544,1,,dps,
ES,ES4,Alliance,Druid,0,2,12,0,68020,288,,1,heal,
ES,ES4,Horde,Warrior,14,0,53,91140,8135,688,1,,dps,
ES,ES4,Alliance,Demon Hunter,1,5,15,29305,7317,302,,1,dps,
ES,ES4,Horde,Mage,3,2,43,53892,6475,686,1,,dps,
ES,ES4,Alliance,Demon Hunter,1,4,9,36178,4972,281,,1,dps,
ES,ES4,Alliance,Warrior,2,9,8,28963,7506,290,,1,dps,
SM,SM9,Alliance,Hunter,2,5,7,46895,11397,205,,1,dps,
SM,SM9,Horde,Hunter,2,1,42,38863,9133,378,1,,dps,
SM,SM9,Alliance,Demon Hunter,0,6,5,25538,6860,198,,1,dps,
SM,SM9,Alliance,Druid,0,3,8,1959,28827,207,,1,heal,
SM,SM9,Horde,Paladin,5,1,44,48458,12896,381,1,,dps,
SM,SM9,Horde,Monk,4,1,34,56851,18138,512,1,,dps,
SM,SM9,Horde,Shaman,0,2,40,12240,79175,523,1,,heal,
SM,SM9,Alliance,Warlock,1,4,10,50085,16963,212,,1,dps,
